,property_type,state,lat,lon,area_m2,price_mxn
587,house,Puebla,19.009069,-98.196693,148,1700000
588,house,Baja California,32.494823,-117.016725,92,980000
589,apartment,Distrito Federal,19.314545,-99.140672,122,4650000
590,house,San Luis Potosí,22.1447396,-101.0273412,166,1900000
591,house,Jalisco,20.64338,-103.431613,120,1350000
592,house,Querétaro,,,155,2250000
593,house,Baja California,30.733356,-115.984407,200,1700000
594,house,Estado de México,19.553615,-99.248715,260,2800000
595,apartment,Distrito Federal,19.405298,-99.164986,80,4280000
596,house,Querétaro,20.5969621,-100.3337597,193,2250000
597,house,Puebla,,,212,2700000
598,house,Morelos,23.634501,-102.552788,115,1080000
599,house,Distrito Federal,19.34016,-99.194081,90,1519125
600,house,Yucatán,21.075163,-89.516731,185,1430000
601,house,Tamaulipas,22.257896,-97.86808,200,2700000
602,apartment,Guerrero,16.8531086,-99.8236533,138,1300000
603,house,Puebla,19.027384,-98.265213,160,2300000
604,house,Estado de México,19.309069,-99.602311,146,1900000
605,apartment,Puebla,,,180,3790000
606,house,Sinaloa,23.20485,-106.424401,200,2250000
607,house,Chihuahua,28.631943,-106.117668,170,1550000
608,house,Yucatán,21.0399331,-89.5965747,235,2436155
609,house,Morelos,,,185,1400000
610,house,Guerrero,16.8808724,-99.9359641,104,850000
611,house,Baja California Sur,24.125583,-110.330846,128,1790000
612,house,Chihuahua,,,130,1200000
613,house,Estado de México,19.269808,-99.593781,238,3750000
614,apartment,Distrito Federal,19.41498,-99.177444,164,5500000
615,house,Yucatán,20.996355,-89.583946,248,2400000
616,house,Morelos,18.954132,-99.266083,85,1050000
617,house,Estado de México,19.494789,-99.270887,151,2010000
618,house,Guerrero,17.6474239,-101.5455504,119,2376400
619,house,Estado de México,19.2666119,-99.6403991,191,2200000
620,house,Quintana Roo,21.161908,-86.8515279,210,1975000
621,apartment,Distrito Federal,19.377171,-99.188503,72,2028000
622,apartment,Distrito Federal,19.2790911,-99.2114234,76,771282
623,house,Jalisco,20.660534,-103.318809,345,1300000
624,house,Veracruz de Ignacio de la Llave,20.95618,-97.408578,112,2000000
625,house,San Luis Potosí,22.141575,-100.900192,229,2148600
626,apartment,Distrito Federal,19.443178,-99.20237,115,4535000
627,house,Yucatán,21.05258302,-89.53863859,168,1533516
628,house,Estado de México,19.621174,-99.148073,100,700000
629,house,Puebla,18.915431,-98.435252,200,1890000
630,house,Estado de México,,,215,1984620
631,house,Yucatán,,,130,2095000
632,house,Tabasco,17.962037,-92.973569,139,1250000
633,apartment,Distrito Federal,19.30102797,-99.14421916,108,1650000
634,apartment,Puebla,,,68,788536
635,apartment,Veracruz de Ignacio de la Llave,20.949051,-97.364006,300,3700000
636,house,Estado de México,19.627731,-99.30194,146,870000
637,house,Baja California Sur,24.03902146,-110.3097618,250,2950000
638,house,Quintana Roo,21.112447,-86.85264,180,2500000
639,apartment,Distrito Federal,19.451872,-99.173522,70,1270000
640,house,Morelos,18.913485,-99.240456,80,1300000
641,house,Morelos,18.840925,-98.934196,110,1800000
642,apartment,Distrito Federal,19.3819271,-99.1891539,90,3390500
643,house,Veracruz de Ignacio de la Llave,25.558637,-103.449786,250,2200000
644,house,Jalisco,20.764135,-103.339958,140,1600000
645,apartment,Distrito Federal,19.385989,-99.186285,107,1507500
646,house,San Luis Potosí,,,360,5300000
647,house,Chihuahua,28.6329957,-106.0691004,290,3715000
648,house,Puebla,18.996482,-98.239653,100,750000
649,apartment,Distrito Federal,19.401507,-99.14682,65,1730000
650,house,Querétaro,20.726007,-100.442642,135,2200000
651,house,Morelos,18.795519,-99.231445,165,1780000
652,house,Morelos,18.885848,-98.973834,82,1438200
653,house,Estado de México,,,90,626000
654,house,Aguascalientes,,,235,2200000
655,apartment,Puebla,,,140,2550000
656,house,Querétaro,20.403807,-99.990905,110,1180000
657,house,San Luis Potosí,22.134478,-100.929138,97,775000
658,house,Querétaro,,,90,856800
659,house,Estado de México,19.5562275,-99.2674713,64,999999
660,apartment,Querétaro,20.726007,-100.442642,173,4400000
661,house,Nuevo León,25.757803,-100.404541,179,1890000
662,house,San Luis Potosí,22.1593377,-101.0443504,187,1900000
663,house,Querétaro,20.726007,-100.442642,180,2430000
664,house,Distrito Federal,19.475765,-99.145,270,2500000
665,house,Querétaro,20.6490506,-100.4393293,380,5700000
666,house,Puebla,19.060701,-98.329774,255,2650000
667,house,Veracruz de Ignacio de la Llave,25.365447,-100.9942,167,1444000
668,apartment,Guerrero,23.634501,-102.552788,180,2000000
669,house,Baja California,32.589504,-115.363762,86,790000
670,apartment,Distrito Federal,19.383952,-99.160229,110,3350220
671,house,Puebla,18.97302,-98.206238,210,2850000
672,apartment,Baja California Sur,24.16478214,-110.3053683,71,800000
673,apartment,Yucatán,21.072905,-89.65963,210,1976250
674,house,Morelos,,,81,1000000
675,house,Sinaloa,,,224,1850000
676,house,Sonora,,,150,1638000
677,apartment,San Luis Potosí,,,220,2250000
678,house,Nuevo León,25.758963,-100.316811,175,1250000
679,house,Puebla,19.0378006,-98.3007086,165,2120000
680,house,Morelos,,,185,1600000
681,house,Distrito Federal,19.3870644,-99.0362059,300,2550000
682,house,Estado de México,19.5329337,-99.164866,290,4650000
683,house,Veracruz de Ignacio de la Llave,,,225,2800000
684,house,Tlaxcala,19.29712,-98.255075,160,1300000
685,house,Morelos,,,150,1580000
686,house,Veracruz de Ignacio de la Llave,,,155,1700000
687,house,Morelos,23.634501,-102.552788,110,1300000
688,house,Querétaro,20.70706703,-100.4718161,309,3700000
689,house,Puebla,19.046589,-98.102929,92,630000
690,house,Nuevo León,25.7394971,-100.2754971,164,1250000
691,house,Veracruz de Ignacio de la Llave,19.100079,-96.121007,220,2850000
692,house,Morelos,,,144,805000
693,house,San Luis Potosí,22.147087,-100.960213,105,1100000
694,apartment,San Luis Potosí,,,169,2890000
695,house,Guanajuato,21.1264477,-101.611078,250,2290000
696,house,Morelos,18.917542,-98.963181,140,1450000
697,house,Distrito Federal,19.472128,-99.146697,190,1943000
698,house,Estado de México,19.234984,-99.558175,115,2100000
699,house,Puebla,18.9187144,-98.4266391,90,890000
700,house,Yucatán,21.075163,-89.516731,185,1695000
