,property_type,state,lat,lon,area_m2,price_usd
577,apartment,Quintana Roo,21.13593739,-86.76753902,84,"$84,318.36"
578,house,Nuevo León,,,183,"$131,189.34"
579,house,Querétaro,,,150,"$94,858.16"
580,house,Morelos,18.891859,-99.187134,320,"$210,795.91"
581,house,Querétaro,,,148,"$90,778.81"
582,apartment,Sinaloa,23.261248,-106.459885,61,"$40,568.59"
583,apartment,Distrito Federal,19.364891,-99.148384,62,"$84,318.36"
584,apartment,Distrito Federal,19.426528,-99.196279,60,"$218,648.90"
585,apartment,Estado de México,19.369319,-99.293444,150,"$128,098.38"
586,apartment,Chiapas,16.745249,-93.152699,73,"$43,202.91"
587,apartment,Distrito Federal,19.434723,-99.175887,80,"$131,768.89"
588,apartment,Distrito Federal,19.449392,-99.138544,65,"$42,676.05"
589,house,Estado de México,19.55134,-99.233528,260,"$316,118.90"
590,house,Querétaro,20.607178,-100.335754,104,"$77,975.99"
591,house,San Luis Potosí,22.16483221,-100.976522,125,"$51,644.99"
592,house,San Luis Potosí,22.16644588,-100.9547921,140,"$51,644.99"
593,house,Chiapas,16.771928,-93.105578,200,"$110,667.85"
594,house,Distrito Federal,,,238,"$168,636.73"
595,house,Tamaulipas,22.246319,-97.86264,163,"$113,302.80"
596,house,Distrito Federal,19.365175,-99.230064,270,"$150,683.34"
597,apartment,Estado de México,19.379597,-99.293808,155,"$236,091.42"
598,house,Nuevo León,,,285,"$130,135.61"
599,house,Puebla,,,315,"$242,357.82"
600,house,Tlaxcala,19.312792,-98.216515,159,"$79,029.72"
601,house,Querétaro,23.634501,-102.552788,145,"$72,707.34"
602,house,Yucatán,21.039522,-89.563911,186,"$99,577.45"
603,house,Veracruz de Ignacio de la Llave,,,170,"$68,492.42"
604,house,San Luis Potosí,22.175159,-100.979996,188,"$72,197.60"
605,house,Puebla,19.11055714,-98.28005165,120,"$65,858.10"
606,house,Estado de México,,,300,"$208,160.96"
607,house,Estado de México,19.64443,-99.098587,75,"$37,943.26"
608,house,Veracruz de Ignacio de la Llave,25.502705,-103.408554,190,"$42,969.88"
609,apartment,Yucatán,,,208,"$210,795.91"
610,house,Veracruz de Ignacio de la Llave,25.461545,-100.883958,170,"$124,340.10"
611,apartment,Distrito Federal,19.478815,-99.196831,64,"$76,395.40"
612,house,Querétaro,20.611304,-100.386343,360,"$268,701.06"
613,house,Veracruz de Ignacio de la Llave,19.178049,-96.128845,160,"$84,298.37"
614,house,Veracruz de Ignacio de la Llave,20.955351,-97.404341,150,"$43,729.78"
615,house,Estado de México,,,104,"$73,761.07"
616,house,Sonora,29.07683,-110.9871743,309,"$189,716.32"
617,apartment,Guerrero,23.634501,-102.552788,178,"$237,145.40"
618,house,Yucatán,21.039522,-89.563911,215,"$98,656.43"
619,house,Nuevo León,25.74317303,-100.3723396,138,"$53,225.96"
620,apartment,Morelos,18.97019398,-99.24238533,117,"$123,813.23"
621,house,Aguascalientes,21.88930425,-102.2563045,198,"$41,105.20"
622,house,Querétaro,,,246,"$179,134.04"
623,apartment,Distrito Federal,19.298168,-99.113106,83,"$177,695.70"
624,house,Chiapas,,,150,"$33,455.91"
625,house,Chiapas,16.734992,-93.102641,121,"$83,771.50"
626,house,Nuevo León,25.701321,-100.457924,164,"$47,417.83"
627,house,Aguascalientes,21.88585,-102.294085,185,"$142,253.50"
628,house,Jalisco,20.618633,-103.387465,150,"$73,761.07"
629,house,Nuevo León,25.67382016,-100.3135947,120,"$79,048.46"
630,house,Morelos,18.942068,-99.242531,200,"$184,446.42"
631,house,Querétaro,20.700323,-100.472563,269,"$147,522.15"
632,house,Veracruz de Ignacio de la Llave,25.558393,-103.385429,113,"$44,941.57"
633,house,Nuevo León,25.580088,-100.239685,234,"$201,310.09"
634,house,Sinaloa,23.283125,-106.406723,192,"$47,417.83"
635,house,Chiapas,16.752182,-93.088427,184,"$79,029.72"
636,apartment,Distrito Federal,19.3880398,-99.1695793,100,"$113,302.80"
637,house,San Luis Potosí,22.14691,-101.038651,150,"$81,664.04"
638,house,Morelos,18.936026,-99.216217,286,"$209,692.20"
639,house,Distrito Federal,19.328833,-99.133163,140,"$123,813.23"
640,house,Distrito Federal,19.455385,-99.209835,216,"$84,318.36"
641,house,Puebla,19.071239,-98.273949,240,"$126,447.56"
642,house,Estado de México,19.501955,-99.226952,196,"$226,551.88"
643,house,Morelos,18.866121,-99.231445,180,"$147,522.15"
644,house,Querétaro,20.726007,-100.442642,330,"$194,986.21"
645,house,Morelos,,,310,"$263,432.41"
646,house,Yucatán,21.075163,-89.516731,192,"$92,542.77"
647,house,Tlaxcala,19.435802,-98.10286,135,"$41,095.45"
648,house,Yucatán,20.9731555,-89.6229189,250,"$84,318.36"
649,house,Estado de México,19.159458,-99.565956,79,"$37,943.26"
650,house,Yucatán,,,188,"$106,462.47"
651,house,Puebla,19.0412967,-98.2061996,109,"$36,889.28"
652,house,Chiapas,,,90,"$44,794.13"
653,house,Sinaloa,24.817956,-107.434033,146,"$64,804.37"
654,house,Puebla,,,260,"$143,834.10"
655,apartment,Sinaloa,23.299184,-106.481557,230,"$269,754.79"
656,apartment,Distrito Federal,19.36243,-99.176957,70,"$40,568.59"
657,apartment,Distrito Federal,19.390062,-99.192293,64,"$94,858.16"
658,house,Nuevo León,25.7581963,-100.2665026,135,"$79,029.72"
659,house,Querétaro,20.556261,-100.370035,112,"$90,620.75"
660,house,Chiapas,16.744808,-93.179222,350,"$147,557.13"
661,house,Yucatán,21.02594686,-89.58423615,264,"$149,928.59"
662,apartment,Morelos,,,110,"$92,223.21"
663,apartment,Quintana Roo,21.15007472,-86.83164597,165,"$121,178.91"
664,house,Chiapas,16.734121,-92.626991,100,"$84,298.37"
665,house,Querétaro,20.705742,-100.444016,223,"$137,017.34"
666,apartment,Distrito Federal,19.400731,-99.125466,80,"$68,070.93"
667,house,Estado de México,,,120,"$52,686.48"
668,apartment,Distrito Federal,19.33923,-99.218987,83,"$147,522.15"
669,apartment,Distrito Federal,19.365383,-99.16507,81,"$161,826.53"
670,house,Morelos,,,181,"$97,493.10"
671,house,Yucatán,21.030668,-89.599258,350,"$221,283.23"
672,house,Morelos,18.864874,-98.925911,60,"$34,246.21"
673,apartment,Distrito Federal,19.463009,-99.131106,81,"$102,738.64"
674,house,Yucatán,21.30856674,-89.53033447,380,"$210,795.91"
675,house,Distrito Federal,19.33427,-99.083374,100,"$68,492.42"
676,apartment,Distrito Federal,19.499434,-99.111916,85,"$112,402.96"
677,apartment,Morelos,,,65,"$49,678.08"
678,apartment,Distrito Federal,19.380937,-99.179545,98,"$197,146.87"
679,house,Veracruz de Ignacio de la Llave,,,220,"$79,029.72"
680,house,Yucatán,21.006866,-89.618103,305,"$168,596.74"
681,house,Veracruz de Ignacio de la Llave,19.109777,-96.106922,240,"$168,596.74"
682,house,Baja California,32.459403,-116.880827,114,"$73,761.07"
683,house,Puebla,19.101185,-98.357062,90,"$42,149.18"
684,house,Querétaro,20.394361,-99.973053,354,"$115,910.26"
685,house,Yucatán,21.065001,-89.6239875,155,"$71,143.62"
686,house,Estado de México,,,140,"$100,128.05"
687,house,Querétaro,20.646841,-100.376117,86,"$45,310.37"
688,house,Morelos,18.897581,-99.07093,306,"$208,160.96"
689,house,Yucatán,21.072905,-89.65963,171,"$94,278.47"
690,house,Morelos,,,270,"$184,402.69"
691,house,Morelos,18.917542,-98.963181,182,"$97,469.99"
692,house,Veracruz de Ignacio de la Llave,20.948336,-97.362764,100,"$54,267.07"
693,apartment,Distrito Federal,19.396018,-99.147827,70,"$183,989.47"
694,house,Puebla,19.051815,-98.277669,198,"$115,910.26"
695,apartment,Distrito Federal,19.309208,-99.171906,70,"$77,572.89"
696,house,Morelos,,,310,"$237,089.17"
697,house,Yucatán,21.0506531,-89.5588406,334,"$137,017.34"
698,house,Yucatán,21.34379622,-89.26205993,130,"$110,404.35"
699,apartment,Nuevo León,,,155,"$184,446.42"
700,house,Querétaro,20.587378,-100.418361,106,"$56,637.97"
